  0   0   0
 80  80 100
150 150 175
200 200 235
220 220 255
  0 100   0
  0 150   0
  0 200   0
  0 255   0
  0   0 255
  0 125 255
  0 200 255
  0 240 255
135  45 135
135  75 165
135  75 255
165 135 255
240   0   0
255  25 175
255  75 175  
255 100 255
220  90  45
235 115  45
255 135  45
255 165  45
200 150   0
245 210   0
255 235   0
255 255   0
175 150 150
250 200 200
255 220 220
255 240 240
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  0   0   0
240 240 240
255 255   0
  0 200   0
  0 240 255
  0   0 255
  0   0 250
255 100 200
250  95 195
255   0   0
253   0   0
251   0   0
249   0   0
247   0   0
245   0   0
245   0   0
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
255 255 255
  0   0   0
 80  80 100
150 150 175
200 200 235
220 220 255
  0 100   0
  0 150   0
  0 200   0
  0 255   0
  0   0 255
  0 125 255
  0 200 255
  0 240 255
135  45 135
135  75 165
135  75 255
165 135 255
240   0   0
255  25 175
255  75 175  
255 100 255
220  90  45
235 115  45
255 135  45
255 165  45
200 150   0
245 210   0
255 235   0
255 255   0
175 150 150
250 200 200
255 220 220
255 240 240
118 118 118
118 118 118
118 118 118
118 118 118
118 118 118
118 118 118
118 118 118
118 118 118
240 240 240
255 255   0
  0 200   0
  0 240 255
  0   0 255
  0   0 250
255 100 200
250  95 195
255   0   0
253   0   0
251   0   0
249   0   0
247   0   0
245   0   0
245   0   0
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  8   8   8
  0   0 255
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
100 100 100
